"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.fasting_time","experiment.time","Treatment","Weight","Start.Age","Week"
"3613",48,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-03-13","fed",6445,"26710",NA,NA,"MCP230",26.71,82,-5
"3614",75,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-04-09","fed",6900,"30170",NA,NA,"MCP230",30.17,82,-1
"3615",82,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-04-16","fed",7060,"32600",NA,NA,"MCP230",32.6,82,0
"3616",89,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-04-23","fed",7122,"36400",NA,"16:00:00","MCP230",36.4,82,1
"3617",97,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-05-01","fed",7372,"40300",NA,NA,"MCP230",40.3,82,2
"3618",103,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-05-07","fed",7617,"42400",NA,NA,"MCP230",42.4,82,3
"3619",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-05-14","fed",7786,"43400",NA,NA,"MCP230",43.4,82,4
"3620",117,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-05-21","fed",7936,"45800",NA,NA,"MCP230",45.8,82,5
"3621",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8038,"17220",NA,NA,"MCP230",17.22,82,4
"3622",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Lean Mass","2014-05-14","fed",8049,"24230",NA,NA,"MCP230",24.23,82,4
"3623",124,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-05-28","fed",8219,"47800",NA,NA,"MCP230",47.8,82,6
"3624",131,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-06-04","fed",8362,"48500",NA,NA,"MCP230",48.5,82,7
"3625",138,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-06-11","fed",8504,"50800",NA,NA,"MCP230",50.8,82,8
"3626",145,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-06-18","fed",8677,"51800",NA,NA,"MCP230",51.8,82,9
"3627",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-07-02","fed",9264,"53200",NA,NA,"MCP230",53.2,82,11
"3628",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-07-02","fed",9456,"53100",NA,NA,"MCP230",53.1,82,11
"3629",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9561,"22400",NA,NA,"MCP230",22.4,82,11
"3630",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Lean Mass","2014-07-02","fed",9665,"29300",NA,NA,"MCP230",29.3,82,11
"3631",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Body Weight","2014-07-03","fasted",9672,"49900",16,NA,"MCP230",49.9,82,11
"3632",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9683,"21840",16,NA,"MCP230",21.84,82,11
"3633",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","208",160,6076,"C57BL/6J","Lean Mass","2014-07-03","fasted",9694,"26640",16,NA,"MCP230",26.64,82,11
"3636",48,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-03-13","fed",6446,"23270",NA,NA,"MCP230",23.27,82,-5
"3637",75,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-04-09","fed",6901,"26670",NA,NA,"MCP230",26.67,82,-1
"3638",82,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-04-16","fed",7061,"28800",NA,NA,"MCP230",28.8,82,0
"3639",89,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-04-23","fed",7123,"30400",NA,"16:00:00","MCP230",30.4,82,1
"3640",97,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-05-01","fed",7373,"34300",NA,NA,"MCP230",34.3,82,2
"3641",103,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-05-07","fed",7618,"36000",NA,NA,"MCP230",36,82,3
"3642",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-05-14","fed",7787,"38300",NA,NA,"MCP230",38.3,82,4
"3643",117,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-05-21","fed",7937,"40900",NA,NA,"MCP230",40.9,82,5
"3644",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8039,"14560",NA,NA,"MCP230",14.56,82,4
"3645",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Lean Mass","2014-05-14","fed",8050,"21980",NA,NA,"MCP230",21.98,82,4
"3646",124,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-05-28","fed",8220,"44300",NA,NA,"MCP230",44.3,82,6
"3647",131,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-06-04","fed",8363,"45600",NA,NA,"MCP230",45.6,82,7
"3648",138,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-06-11","fed",8505,"47200",NA,NA,"MCP230",47.2,82,8
"3649",145,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-06-18","fed",8678,"48500",NA,NA,"MCP230",48.5,82,9
"3650",152,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-06-25","fed",8915,"49600",NA,NA,"MCP230",49.6,82,10
"3651",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-07-02","fed",9265,"51000",NA,NA,"MCP230",51,82,11
"3652",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-07-02","fed",9457,"50700",NA,NA,"MCP230",50.7,82,11
"3653",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9560,"22400",NA,NA,"MCP230",22.4,82,11
"3654",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Lean Mass","2014-07-02","fed",9664,"27030",NA,NA,"MCP230",27.03,82,11
"3655",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Body Weight","2014-07-03","fasted",9675,"48300",16,NA,"MCP230",48.3,82,11
"3656",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9686,"21690",16,NA,"MCP230",21.69,82,11
"3657",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","209",160,6077,"C57BL/6J","Lean Mass","2014-07-03","fasted",9697,"25350",16,NA,"MCP230",25.35,82,11
"3660",48,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-03-13","fed",6447,"24470",NA,NA,"MCP230",24.47,82,-5
"3661",75,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-04-09","fed",6902,"28280",NA,NA,"MCP230",28.28,82,-1
"3662",82,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-04-16","fed",7062,"32200",NA,NA,"MCP230",32.2,82,0
"3663",89,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-04-23","fed",7124,"35500",NA,"16:00:00","MCP230",35.5,82,1
"3664",97,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-05-01","fed",7374,"38400",NA,NA,"MCP230",38.4,82,2
"3665",103,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-05-07","fed",7619,"39400",NA,NA,"MCP230",39.4,82,3
"3666",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-05-14","fed",7788,"42000",NA,NA,"MCP230",42,82,4
"3667",117,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-05-21","fed",7938,"44100",NA,NA,"MCP230",44.1,82,5
"3668",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8040,"17150",NA,NA,"MCP230",17.15,82,4
"3669",110,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Lean Mass","2014-05-14","fed",8051,"23230",NA,NA,"MCP230",23.23,82,4
"3670",124,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-05-28","fed",8221,"46900",NA,NA,"MCP230",46.9,82,6
"3671",131,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-06-04","fed",8364,"47800",NA,NA,"MCP230",47.8,82,7
"3672",138,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-06-11","fed",8506,"49200",NA,NA,"MCP230",49.2,82,8
"3673",145,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-06-18","fed",8679,"50000",NA,NA,"MCP230",50,82,9
"3674",152,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-06-25","fed",8916,"51000",NA,NA,"MCP230",51,82,10
"3675",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-07-02","fed",9266,"51100",NA,NA,"MCP230",51.1,82,11
"3676",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-07-02","fed",9458,"51000",NA,NA,"MCP230",51,82,11
"3677",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9562,"22000",NA,NA,"MCP230",22,82,11
"3678",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Lean Mass","2014-07-02","fed",9666,"27530",NA,NA,"MCP230",27.53,82,11
"3679",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Body Weight","2014-07-03","fasted",9673,"48050",16,NA,"MCP230",48.05,82,11
"3680",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9684,"21220",16,NA,"MCP230",21.22,82,11
"3681",160,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","250",160,6078,"C57BL/6J","Lean Mass","2014-07-03","fasted",9695,"25470",16,NA,"MCP230",25.47,82,11
"3684",47,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-03-13","fed",6448,"23500",NA,NA,"MCP230",23.5,81,-5
"3685",74,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-04-09","fed",6903,"27410",NA,NA,"MCP230",27.41,81,-1
"3686",81,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-04-16","fed",7063,"29700",NA,NA,"MCP230",29.7,81,0
"3687",88,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-04-23","fed",7125,"31100",NA,"16:00:00","MCP230",31.1,81,1
"3688",96,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-05-01","fed",7375,"35200",NA,NA,"MCP230",35.2,81,2
"3689",102,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-05-07","fed",7620,"36500",NA,NA,"MCP230",36.5,81,3
"3690",109,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-05-14","fed",7789,"37600",NA,NA,"MCP230",37.6,81,4
"3691",116,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-05-21","fed",7939,"41000",NA,NA,"MCP230",41,81,5
"3692",109,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8041,"12850",NA,NA,"MCP230",12.85,81,4
"3693",109,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Lean Mass","2014-05-14","fed",8052,"23510",NA,NA,"MCP230",23.51,81,4
"3694",123,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-05-28","fed",8222,"44500",NA,NA,"MCP230",44.5,81,6
"3695",130,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-06-04","fed",8365,"45200",NA,NA,"MCP230",45.2,81,7
"3696",137,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-06-11","fed",8507,"46800",NA,NA,"MCP230",46.8,81,8
"3697",144,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-06-18","fed",8680,"47500",NA,NA,"MCP230",47.5,81,9
"3698",151,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-06-25","fed",8917,"49200",NA,NA,"MCP230",49.2,81,10
"3699",158,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-07-02","fed",9267,"50400",NA,NA,"MCP230",50.4,81,11
"3700",158,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-07-02","fed",9459,"50400",NA,NA,"MCP230",50.4,81,11
"3701",158,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9563,"20200",NA,NA,"MCP230",20.2,81,11
"3702",158,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Lean Mass","2014-07-02","fed",9667,"28490",NA,NA,"MCP230",28.49,81,11
"3703",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Body Weight","2014-07-03","fasted",9674,"47050",16,NA,"MCP230",47.05,81,11
"3704",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9685,"19060",16,NA,"MCP230",19.06,81,11
"3705",159,FALSE,"C57BL/6J",143771,"Sacrificed","2014-07-03","M","+/+","2500",159,6079,"C57BL/6J","Lean Mass","2014-07-03","fasted",9696,"26490",16,NA,"MCP230",26.49,81,11
"6592",31,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-08-21","fed",11319,"17780",NA,NA,"MCP230",17.78,65,-5
"6593",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-08-26","fed",11500,"19300",NA,NA,"MCP230",19.3,65,-4
"6594",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11540,"1750",NA,NA,"MCP230",1.75,65,-4
"6595",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Lean Mass","2014-08-26","fed",11581,"17080",NA,NA,"MCP230",17.08,65,-4
"6596",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12994,"2330",NA,NA,"MCP230",2.33,65,-1
"6597",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Lean Mass","2014-09-15","fed",12995,"20070",NA,NA,"MCP230",20.07,65,-1
"6598",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-09-15","fed",12996,"23000",NA,NA,"MCP230",23,65,-1
"6599",65,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-09-24","fed",15168,"22600",NA,NA,"MCP230",22.6,65,0
"6600",72,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-10-01","fed",15217,"27500",NA,NA,"MCP230",27.5,65,1
"6601",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15264,"8230",NA,NA,"MCP230",8.23,65,2
"6602",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Lean Mass","2014-10-08","fed",15328,"21180",NA,NA,"MCP230",21.18,65,2
"6603",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-10-08","fed",15362,"29800",NA,NA,"MCP230",29.8,65,2
"6604",93,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-10-22","fed",16218,"33700",NA,NA,"MCP230",33.7,65,4
"6605",85,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-10-14","fed",16648,"31550",NA,NA,"MCP230",31.55,65,3
"6606",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Body Weight","2014-11-05","fed",17440,"38000",NA,NA,"MCP230",38,65,6
"6607",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17441,"15170",NA,NA,"MCP230",15.17,65,6
"6608",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1208",115,6622,"C57BL/6J","Lean Mass","2014-11-05","fed",17442,"22460",NA,NA,"MCP230",22.46,65,6
"6609",31,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-08-21","fed",11320,"19640",NA,NA,"MCP230",19.64,65,-5
"6610",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-08-26","fed",11501,"20400",NA,NA,"MCP230",20.4,65,-4
"6611",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11541,"2340",NA,NA,"MCP230",2.34,65,-4
"6612",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Lean Mass","2014-08-26","fed",11582,"17640",NA,NA,"MCP230",17.64,65,-4
"6613",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12997,"2520",NA,NA,"MCP230",2.52,65,-1
"6614",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Lean Mass","2014-09-15","fed",12998,"19480",NA,NA,"MCP230",19.48,65,-1
"6615",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-09-15","fed",12999,"22520",NA,NA,"MCP230",22.52,65,-1
"6616",65,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-09-24","fed",15169,"22500",NA,NA,"MCP230",22.5,65,0
"6617",72,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-10-01","fed",15218,"26000",NA,NA,"MCP230",26,65,1
"6618",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15265,"6390",NA,NA,"MCP230",6.39,65,2
"6619",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Lean Mass","2014-10-08","fed",15327,"20560",NA,NA,"MCP230",20.56,65,2
"6620",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-10-08","fed",15363,"28100",NA,NA,"MCP230",28.1,65,2
"6621",93,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-10-22","fed",16219,"32800",NA,NA,"MCP230",32.8,65,4
"6622",85,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-10-14","fed",16650,"29640",NA,NA,"MCP230",29.64,65,3
"6623",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Body Weight","2014-11-05","fed",17443,"36700",NA,NA,"MCP230",36.7,65,6
"6624",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17444,"13420",NA,NA,"MCP230",13.42,65,6
"6625",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1209",115,6623,"C57BL/6J","Lean Mass","2014-11-05","fed",17445,"22040",NA,NA,"MCP230",22.04,65,6
"6626",31,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-08-21","fed",11321,"18060",NA,NA,"MCP230",18.06,65,-5
"6627",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-08-26","fed",11502,"19800",NA,NA,"MCP230",19.8,65,-4
"6628",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Total Fat Mass","2014-08-26","fed",11542,"1840",NA,NA,"MCP230",1.84,65,-4
"6629",36,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Lean Mass","2014-08-26","fed",11583,"17460",NA,NA,"MCP230",17.46,65,-4
"6630",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Total Fat Mass","2014-09-15","fed",12991,"1950",NA,NA,"MCP230",1.95,65,-1
"6631",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Lean Mass","2014-09-15","fed",12992,"20430",NA,NA,"MCP230",20.43,65,-1
"6632",56,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-09-15","fed",12993,"23220",NA,NA,"MCP230",23.22,65,-1
"6633",65,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-09-24","fed",15170,"22800",NA,NA,"MCP230",22.8,65,0
"6634",72,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-10-01","fed",15219,"26100",NA,NA,"MCP230",26.1,65,1
"6635",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Total Fat Mass","2014-10-08","fed",15263,"6270",NA,NA,"MCP230",6.27,65,2
"6636",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Lean Mass","2014-10-08","fed",15329,"21360",NA,NA,"MCP230",21.36,65,2
"6637",79,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-10-08","fed",15361,"28600",NA,NA,"MCP230",28.6,65,2
"6638",93,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-10-22","fed",16220,"32700",NA,NA,"MCP230",32.7,65,4
"6639",85,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-10-14","fed",16651,"30300",NA,NA,"MCP230",30.3,65,3
"6640",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Body Weight","2014-11-05","fed",17446,"36300",NA,NA,"MCP230",36.3,65,6
"6641",107,TRUE,"C57BL/6J",NA,"",NA,"M","+/+","1210",115,6624,"C57BL/6J","Total Fat Mass","2014-11-05","fed",17447,"12900",NA,NA,"MCP230",12.9,65,6
