"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.fasting_time","experiment.time","Treatment","Weight","Start.Age","Week"
"3518",74,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-04-09","fed",6908,"26040",NA,NA,"MCP230",26.04,81,-1
"3519",81,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-04-16","fed",7068,"28400",NA,NA,"MCP230",28.4,81,0
"3520",88,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-04-23","fed",7130,"30200",NA,"16:00:00","MCP230",30.2,81,1
"3521",96,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-05-01","fed",7380,"32500",NA,NA,"MCP230",32.5,81,2
"3522",102,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-05-07","fed",7625,"33300",NA,NA,"MCP230",33.3,81,3
"3523",109,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-05-14","fed",7794,"36100",NA,NA,"MCP230",36.1,81,4
"3524",116,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-05-21","fed",7944,"37300",NA,NA,"MCP230",37.3,81,5
"3525",109,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8046,"13190",NA,NA,"MCP230",13.19,81,4
"3526",109,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Lean Mass","2014-05-14","fed",8057,"21640",NA,NA,"MCP230",21.64,81,4
"3527",123,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-05-28","fed",8227,"40500",NA,NA,"MCP230",40.5,81,6
"3528",130,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-06-04","fed",8370,"41300",NA,NA,"MCP230",41.3,81,7
"3529",137,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-06-11","fed",8512,"42600",NA,NA,"MCP230",42.6,81,8
"3530",144,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-06-18","fed",8685,"43500",NA,NA,"MCP230",43.5,81,9
"3531",151,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-06-25","fed",8922,"41500",NA,NA,"MCP230",41.5,81,10
"3532",158,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-07-02","fed",9272,"46000",NA,NA,"MCP230",46,81,11
"3533",158,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-07-02","fed",9455,"45800",NA,NA,"MCP230",45.8,81,11
"3534",158,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9558,"19300",NA,NA,"MCP230",19.3,81,11
"3535",158,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Lean Mass","2014-07-02","fed",9662,"25390",NA,NA,"MCP230",25.39,81,11
"3536",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Body Weight","2014-07-03","fasted",9678,"43550",16,NA,"MCP230",43.55,81,11
"3537",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9689,"18550",16,NA,"MCP230",18.55,81,11
"3538",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","214",159,6072,"C57BL/6J","Lean Mass","2014-07-03","fasted",9700,"23480",16,NA,"MCP230",23.48,81,11
"3541",48,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-03-13","fed",6444,"22090",NA,NA,"MCP230",22.09,82,-5
"3542",75,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-04-09","fed",6905,"26670",NA,NA,"MCP230",26.67,82,-1
"3543",82,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-04-16","fed",7065,"27500",NA,NA,"MCP230",27.5,82,0
"3544",89,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-04-23","fed",7127,"29800",NA,"16:00:00","MCP230",29.8,82,1
"3545",97,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-05-01","fed",7377,"32000",NA,NA,"MCP230",32,82,2
"3546",103,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-05-07","fed",7622,"32600",NA,NA,"MCP230",32.6,82,3
"3547",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-05-14","fed",7791,"34300",NA,NA,"MCP230",34.3,82,4
"3548",117,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-05-21","fed",7941,"34700",NA,NA,"MCP230",34.7,82,5
"3549",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8043,"9170",NA,NA,"MCP230",9.17,82,4
"3550",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Lean Mass","2014-05-14","fed",8054,"24170",NA,NA,"MCP230",24.17,82,4
"3551",124,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-05-28","fed",8224,"37800",NA,NA,"MCP230",37.8,82,6
"3552",131,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-06-04","fed",8367,"39100",NA,NA,"MCP230",39.1,82,7
"3553",138,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-06-11","fed",8509,"40600",NA,NA,"MCP230",40.6,82,8
"3554",145,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-06-18","fed",8682,"41100",NA,NA,"MCP230",41.1,82,9
"3555",152,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-06-25","fed",8919,"42500",NA,NA,"MCP230",42.5,82,10
"3556",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-07-02","fed",9269,"44000",NA,NA,"MCP230",44,82,11
"3557",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-07-02","fed",9452,"43600",NA,NA,"MCP230",43.6,82,11
"3558",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9555,"16300",NA,NA,"MCP230",16.3,82,11
"3559",159,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Lean Mass","2014-07-02","fed",9659,"26530",NA,NA,"MCP230",26.53,82,11
"3560",160,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Body Weight","2014-07-03","fasted",9677,"41440",16,NA,"MCP230",41.44,82,11
"3561",160,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Total Fat Mass","2014-07-03","fasted",9688,"20180",16,NA,"MCP230",20.18,82,11
"3562",160,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","204",160,6073,"C57BL/6J","Lean Mass","2014-07-03","fasted",9699,"24360",16,NA,"MCP230",24.36,82,11
"3565",48,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-03-13","fed",6441,"19400",NA,NA,"MCP230",19.4,82,-5
"3566",75,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-04-09","fed",6906,"22410",NA,NA,"MCP230",22.41,82,-1
"3567",82,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-04-16","fed",7066,"23000",NA,NA,"MCP230",23,82,0
"3568",89,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-04-23","fed",7128,"21400",NA,"16:00:00","MCP230",21.4,82,1
"3569",97,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-05-01","fed",7378,"18500",NA,NA,"MCP230",18.5,82,2
"3570",103,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-05-07","fed",7623,"14100",NA,NA,"MCP230",14.1,82,3
"3571",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-05-14","fed",7792,"16700",NA,NA,"MCP230",16.7,82,4
"3572",117,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-05-21","fed",7942,"18300",NA,NA,"MCP230",18.3,82,5
"3573",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Total Fat Mass","2014-05-14","fed",8044,"950",NA,NA,"MCP230",0.95,82,4
"3574",110,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Lean Mass","2014-05-14","fed",8055,"15020",NA,NA,"MCP230",15.02,82,4
"3575",124,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-05-28","fed",8225,"20000",NA,NA,"MCP230",20,82,6
"3576",131,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-06-04","fed",8368,"21200",NA,NA,"MCP230",21.2,82,7
"3577",138,FALSE,"C57BL/6J",143768,"Sacrificed","2014-07-03","M","+/+","206",160,6074,"C57BL/6J","Body Weight","2014-06-11","fed",8510,"20300",NA,NA,"MCP230",20.3,82,8
